file_name,text
7C67AB4E289F131709410245_1709410245332_13_1_0_03.jpg, a man and a dog are standing next to each other on the road
7C67AB4F513F131699029751_1699029753718_13_1_0_04.jpg, a group of people sitting on a bench in front of a garden
7C67AB4253DA131692816209_1692816209108_13_1_0_05.jpg, a bird is sitting on the edge of a window sill
7C67AB233720131709155774_1709155774070_13_1_0_03.jpg, there is a man that is standing in the snow
7C67AB0DF159131701206089_1701206089308_13_1_0_03.jpg, a man is sitting on a bench in the rain
7C67AB0E44A6131692078368_1692078368805_13_1_0_05.jpg, a group of people standing next to each other in a parking lot
7C67AB5CE626131706745294_1706745294226_13_1_0_04.jpg, a truck parked in front of a large building with a large white truck
7C67AB21C338131697005084_1697005084629_13_1_0_01.jpg, a man riding a motorcycle down the road in the parking lot
7C67AB3FE1F1131704517653_1704517653847_13_1_0_04.jpg, a group of people standing next to each other in a parking lot
7C67AB0DDBF5131710283395_1710283395604_13_1_0_01.jpg, a truck parked in front of a house with a truck
7C67AB21C338131696900842_1696900842174_13_1_0_03.jpg, a car parked in front of a parking meter in the middle of a city street
7C67AB0C8947131710155352_1710155352258_13_1_0_01.jpg, a bench in the middle of the road
7C67AB402D96131708213152_1708213152202_13_1_0_01.jpg, a view of a train station with people standing around it and a dog is in the window
7C67AB4EE99B131700181020_1700181020948_13_1_0_02.jpg, a blurry image of a person in a field with a dog in the background
7C67AB4F3E46131707558292_1707558292192_13_1_0_01.jpg, a room that has two beds in it and a window
7C67AB5B9B23131704045084_1704045084762_13_1_0_04.jpg, a person is standing on the side of a ramp
7C67AB227FAC131696294539_1696294539585_13_1_0_04.jpg, a room filled with lots of furniture and a tv
7C67AB212385131703719394_1703719394192_13_1_0_03.jpg, there is a house that has a lot of furniture in it
7C67AB014CEC131687380000_1687380000000_13_1_0_02.jpg, a car is parked in front of a white van
7C67AB3FF574131707156405_1707156405957_13_1_0_02.jpg, a person laying on a bed in a room with a bed and a bed
7C67AB239AA3131686377959_1686377959146_13_1_0_05.jpg, a view of a city street with people walking in the background
7C67AB0C8947131707895925_1707895925719_13_1_0_05.jpg, a person sitting on a bench in front of a house with a dog in the background
7C67AB228121131695094704_1695094704495_13_1_0_03.jpg, a teddy bear sitting on top of a window sill
7C67AB413B36131697081582_1697081582100_13_1_0_02.jpg, there is a man standing in front of a window
7C67AB0DFB84131692758890_1692758890035_13_1_0_03.jpg, a group of people standing next to each other in the snow
7C67AB4E9E6F131707198096_1707198096749_13_1_0_05.jpg, a room filled with lots of furniture in a room with a large window
7C67AB0C8947131710155352_1710155352258_13_1_0_04.jpg, a view of a bench in the middle of the road
7C67AB225CC7131695158179_1695158179668_13_1_0_01.jpg, a man is standing on a boat in front of a boat
7C67AB4BA3FE131692158855_1692158855119_13_1_0_01.jpg, a person sitting on a bench in front of a city street with a fire hydrant
7C67AB4B733C131707884309_1707884309097_13_1_0_01.jpg, a group of people sitting in a living room with a dog and a cat
7C67AB0F3B4C131706745469_1706745469272_13_1_0_03.jpg, a car parked next to a parking lot with a lot of parked cars
7C67AB418377131708806797_1708806797468_13_1_0_01.jpg, a room that has a bunch of surfboards in it
7C67AB228121131695094704_1695094704495_13_1_0_02.jpg, a dog is sitting on the floor of a window
7C67AB50BF96131699018822_1699018822930_13_1_0_03.jpg, a man standing next to a window in a room
7C67AB4253DA131692816209_1692816209108_13_1_0_03.jpg, a person is standing in front of a toilet with a large bird in the background
7C67AB40FE28131707028535_1707028535894_13_1_0_05.jpg, there is a man that is standing in the middle of a room
7C67AB0D76A2131711021192_1711021192331_13_1_0_03.jpg, a person is holding a small child in a room with a bed
7C67AB50E817131708670048_1708670048925_13_1_0_03.jpg, a group of people standing in an airport with luggage
7C67AB0EAF52131703777815_1703777815069_13_1_0_03.jpg, a person is holding a bike in front of a parking meter
7C67AB20BE13131701206676_1701206676655_13_1_0_04.jpg, a man is taking a picture of himself in a car
7C67AB0E1A8A131686442916_1686442916154_13_1_0_05.jpg, a truck is parked on the side of the road
7C67AB0DB562131699515612_1699515612600_13_1_0_03.jpg, an old rusty truck parked in front of a building with a red and white fire hydrant
7C67AB239AA3131686416401_1686416401501_13_1_0_02.jpg, people are walking down the sidewalk in front of a building with a clock
7C67AB227FAC131695595735_1695595735887_13_1_0_03.jpg, a person is playing a video game in a living room
7C67AB5CE626131707436349_1707436349702_13_1_0_01.jpg, a group of motorcycles are parked on the side of the road
7C67AB218145131708549946_1708549946406_13_1_0_03.jpg, a truck is parked in the rain with a boat in the background
7C67AB2122AF131701047129_1701047129995_13_1_0_05.jpg, a person is standing in the back of a truck
7C67AB0C8947131707895925_1707895925719_13_1_0_01.jpg, there is a person sitting on a bench in the snow
7C67AB0DFB84131692664967_1692664967650_13_1_0_03.jpg, a person is holding a surfboard in his hand
7C67AB41C279131708726339_1708726339398_13_1_0_03.jpg, a group of people standing in front of a truck with a dog in the back
7C67AB20C4F5011687836940_1687836949306_13_1_0_03.jpg, a view of a person taking a picture in the mirror of a mirror
7C67AB41C279131708726339_1708726339398_13_1_0_05.jpg, a truck parked in front of a building with a boat in the background
7C67AB4DC6C2131706589788_1706589788041_13_1_0_02.jpg, a person is standing in front of a fire hydrant
7C67AB4AF935131704021852_1704021852553_13_1_0_01.jpg, a close up view of a person taking a picture in the mirror of a man
7C67AB4F46BE131707140837_1707140837787_13_1_0_01.jpg, an old rusty truck parked next to a brick building
7C67AB4B6F32131700172249_1700172249116_13_1_0_04.jpg, a person standing in front of an airplane flying over a building
7C67AB501294131705883212_1705883212569_13_1_0_02.jpg, a person is doing a trick on a skateboard
7C67AB5CE626131707150633_1707150633320_13_1_0_02.jpg, a car driving down the street in the city
7C67AB2232AE131704485163_1704485163894_13_1_0_03.jpg, a group of people standing in front of a building with luggage
7C67AB41C088131691948245_1691948245602_13_1_0_04.jpg, a car is parked in front of a house with a car parked in the background
7C67AB22F1F3131698730344_1698730344724_13_1_0_04.jpg, a room filled with lots of furniture in a room with a lot of people
7C67AB23F122131699476227_1699476227351_13_1_0_02.jpg, a person standing next to a car parked next to a car with a surfboard in the background
7C67AB2413F7131700109709_1700109709769_13_1_0_03.jpg, a car is parked on the side of the road with a car parked in the background
7C67AB3FD62C131703711905_1703711905916_13_1_0_01.jpg, a car is parked in the side of the road
7C67AB0DFB84131688341464_1688341464782_13_1_0_01.jpg, there is a man standing in front of a building
7C67AB21CD2E131711015680_1711015681026_13_1_0_01.jpg, a person is standing in a living room in a living room
7C67AB0DFB84131692664917_1692664917176_13_1_0_03.jpg, a person is standing in front of a building with a boat
7C67AB0E2C33131697469389_1697469389064_13_1_0_02.jpg, a man is taking a picture of himself in the mirror of a car
7C67AB4F9E1F131707598499_1707598499268_13_1_0_03.jpg, a truck is parked on the side of the road
7C67AB0C9749131699739188_1699739190118_13_1_0_01.jpg, a view of a window looking out the window of a vehicle
7C67AB431F38131700193155_1700193155378_13_1_0_01.jpg, an image of a car parked in front of an old fashioned car
7C67AB233720131708965480_1708965480002_13_1_0_05.jpg, there is a man that is standing next to a building with a bunch of scissors
7C67AB403DD6131708495737_1708495741660_13_1_0_03.jpg, a living room filled with lots of furniture in a living room
7C67AB227FAC131696507294_1696507294981_13_1_0_02.jpg, a picture of a living room filled with lots of furniture
7C67AB233720131708965719_1708965719809_13_1_0_02.jpg, a person is standing in a room with their surfboards in the back
7C67AB4D5F78131699640496_1699640496711_13_1_0_04.jpg, a person standing in front of a house with a house
7C67AB0C9749131699739188_1699739190118_13_1_0_04.jpg, a view of a window looking out the window of a vehicle
7C67AB4B81E3131692153094_1692153094715_13_1_0_01.jpg, a person is standing in front of a building with a dog and a dog in the background
7C67AB0DDBF5131710283395_1710283395604_13_1_0_05.jpg, a truck parked next to a parking lot with a lot of people
7C67AB233720131708965719_1708965719809_13_1_0_03.jpg, a group of people standing next to each other in a room
